Data Test,Classe,Iniziali,Genere,WPM,Accuracy
11/12/2025,1A,B.G.,M,32,100
11/12/2025,1A,B.G.,M,39,96
11/12/2025,1A,B.J.,M,33,99
11/12/2025,1A,B.J.,M,34,100
11/12/2025,1A,B.J.,M,34,95
16/12/2025,1A,B.J.,M,33,97
16/12/2025,1A,B.J.,M,36,94
16/12/2025,1A,B.J.,M,37,96
16/12/2025,1A,B.J.,M,37,94
16/12/2025,1A,B.J.,M,35,92
16/12/2025,1A,B.J.,M,36,86
11/12/2025,1A,C.A.,F,13,99
11/12/2025,1A,C.A.,F,15,99
11/12/2025,1A,C.A.,F,15,99
27/11/2025,1A,D.P.N.,F,21,99
4/12/2025,1A,D.P.N.,F,25,100
11/12/2025,1A,D.P.N.,F,24,99
11/12/2025,1A,D.P.N.,F,25,100
11/12/2025,1A,D.P.N.,F,24,100
11/12/2025,1A,D.D.,M,15,100
11/12/2025,1A,D.D.,M,18,100
11/12/2025,1A,D.D.,M,20,100
11/12/2025,1A,I.A.M.,M,19,97
12/12/2025,1A,I.A.M.,M,22,99
11/12/2025,1A,I.A.M.,M,23,92
27/11/2025,1A,L.A.,F,34,97
11/12/2025,1A,L.A.,F,34,97
11/12/2025,1A,L.A.,F,39,95
11/12/2025,1A,L.A.,F,40,92
,1A,O.S.,M,,
,1A,P.F.,M,,
11/12/2025,1A,R.A.,M,24,99
11/12/2025,1A,R.A.,M,25,97
11/12/2025,1A,R.A.,M,23,100
11/12/2025,1A,R.R.,M,24,100
11/12/2025,1A,S.M.,M,31,100
11/12/2025,1A,S.M.,M,34,99
11/12/2025,1A,S.M.,M,35,98
27/11/2025,1A,T.G.S.,F,22,100
4/12/2025,1A,T.G.S.,F,25,100
11/12/2025,1A,T.G.S.,F,24,100
11/12/2025,1A,T.G.S.,F,25,100
11/12/2025,1A,T.G.S.,F,26,98
20/11/2025,1A,V.L.,M,23,97
4/12/2025,1A,V.L.,M,30,98
27/11/2025,1A,Z.D.,M,23,
11/12/2025,1A,Z.D.,M,20,100
11/12/2025,1A,Z.D.,M,20,100
11/12/2025,1A,Z.D.,M,13,100
11/12/2025,1A,Z.C.,F,25,97
11/12/2025,1A,Z.C.,F,25,100
11/12/2025,1A,Z.C.,F,24,98
11/12/2025,1A,Z.Y.A.,F,15,100
11/12/2025,1A,Z.Y.A.,F,16,100
11/12/2025,1A,Z.Y.A.,F,19,100
18/11/2025,1B,A.A.,F,11,97
11/11/2025,1B,B.N.,M,16,99
11/11/2025,1B,B.N.,M,24,100
18/11/2025,1B,B.N.,M,15,100
18/11/2025,1B,B.N.,M,15,100
18/11/2025,1B,B.N.,M,23,100
11/11/2025,1B,C.G.,M,44,99
11/11/2025,1B,C.G.,M,56,99
11/11/2025,1B,C.G.,M,57,100
11/11/2025,1B,C.G.,M,64,100
9/12/2025,1B,C.G.,M,63,100
9/12/2025,1B,C.G.,M,59,100
9/12/2025,1B,C.G.,M,67,100
9/12/2025,1B,C.G.,M,65,100
9/12/2025,1B,C.G.,M,70,100
16/12/2025,1B,C.G.,M,65,100
16/12/2025,1B,C.G.,M,61,100
16/12/2025,1B,C.G.,M,65,100
16/12/2025,1B,C.G.,M,68,100
18/11/2025,1B,C.M.,M,31,
18/11/2025,1B,C.M.,M,32,
18/11/2025,1B,C.M.,M,34,
16/12/2025,1B,C.M.,M,32,
16/12/2025,1B,C.M.,M,36,
16/12/2025,1B,C.M.,M,34,
16/12/2025,1B,C.M.,M,36,
9/12/2025,1B,C.V.,F,23,100
9/12/2025,1B,C.V.,F,21,98
9/12/2025,1B,C.V.,F,23,99
11/11/2025,1B,D.L.A.,M,23,100
11/11/2025,1B,D.L.A.,M,21,100
11/11/2025,1B,D.L.A.,M,26,100
18/11/2025,1B,D.L.A.,M,26,100
18/11/2025,1B,D.L.A.,M,26,100
18/11/2025,1B,D.L.A.,M,27,100
9/12/2025,1B,D.L.A.,M,27,100
9/12/2025,1B,D.L.A.,M,22,100
9/12/2025,1B,D.L.A.,M,27,100
16/12/2025,1B,D.L.A.,M,33,99
16/12/2025,1B,D.L.A.,M,32,99
16/12/2025,1B,D.L.A.,M,29,99
16/12/2025,1B,D.L.A.,M,30,96
11/11/2025,1B,F.P.,F,54,99
11/11/2025,1B,F.P.,F,63,92
11/11/2025,1B,F.P.,F,45,94
18/11/2025,1B,F.P.,F,30,97
18/11/2025,1B,F.P.,F,28,89
18/11/2025,1B,F.P.,F,35,91
18/11/2025,1B,F.P.,F,34,91
9/12/2025,1B,F.P.,F,42,98
9/12/2025,1B,F.P.,F,40,97
9/12/2025,1B,F.P.,F,38,98
11/11/2025,1B,H.T.,M,18,86
18/11/2025,1B,H.T.,M,22,94
18/11/2025,1B,H.T.,M,22,98
18/11/2025,1B,H.T.,M,23,99
16/12/2025,1B,H.T.,M,20,98
16/12/2025,1B,H.T.,M,25,98
16/12/2025,1B,H.T.,M,23,97
9/12/2025,1B,H.L.,F,11,100
9/12/2025,1B,H.L.,F,13,99
9/12/2025,1B,H.L.,F,18,88
16/12/2025,1B,K.F.,M,13,89
11/11/2025,1B,M.M.,F,21,100
11/11/2025,1B,M.M.,F,22,100
11/11/2025,1B,M.M.,F,23,93
18/11/2025,1B,M.M.,F,24,92
18/11/2025,1B,M.M.,F,22,85
18/11/2025,1B,M.M.,F,21,87
16/12/2025,1B,M.M.,F,23,83
16/12/2025,1B,M.M.,F,23,96
16/12/2025,1B,M.M.,F,23,85
16/12/2025,1B,M.M.,F,21,100
16/12/2025,1B,M.M.,F,20,100
16/12/2025,1B,M.M.,F,24,89
18/11/2025,1B,S.G.,F,11,99
18/11/2025,1B,S.G.,F,17,100
18/11/2025,1B,S.G.,F,18,100
16/12/2025,1B,S.G.,F,24,100
11/11/2025,1B,S.P.,M,18,100
11/11/2025,1B,S.P.,M,18,99
11/11/2025,1B,S.P.,M,18,100
18/11/2025,1B,S.P.,M,20,100
18/11/2025,1B,S.P.,M,22,100
18/11/2025,1B,S.P.,M,25,100
16/12/2025,1B,S.P.,M,33,100
16/12/2025,1B,S.P.,M,32,93
16/12/2025,1B,S.P.,M,35,100
16/12/2025,1B,S.P.,M,57,76
11/11/2025,1B,U.D.,M,17,100
18/11/2025,1B,U.D.,M,16,
18/11/2025,1B,U.D.,M,20,
18/11/2025,1B,U.D.,M,19,
16/12/2025,1B,U.D.,M,25,100
16/12/2025,1B,U.D.,M,27,100
16/12/2025,1B,U.D.,M,30,100
18/11/2025,1B,V.S.,M,18,93
18/11/2025,1B,V.S.,M,20,101
18/11/2025,1B,V.S.,M,21,104
11/11/2025,1B,V.D.,M,47,99
11/11/2025,1B,V.D.,M,47,99
11/11/2025,1B,V.D.,M,45,98
18/11/2025,1B,V.D.,M,44,99
18/11/2025,1B,V.D.,M,49,100
16/12/2025,1B,V.D.,M,51,92
16/12/2025,1B,V.D.,M,57,95
16/12/2025,1B,V.D.,M,54,98
9/12/2025,1B,Y.K.X.,F,18,100
9/12/2025,1B,Y.K.X.,F,17,100
9/12/2025,1B,Y.K.X.,F,18,100
16/12/2025,1B,Y.K.X.,F,18,100
16/12/2025,1B,Y.K.X.,F,22,100
16/12/2025,1B,Y.K.X.,F,20,100
11/11/2025,1B,Z.Z.,F,26,100
11/11/2025,1B,Z.Z.,F,29,100
18/11/2025,1B,Z.Z.,F,28,100
18/11/2025,1B,Z.Z.,F,27,100
18/11/2025,1B,Z.Z.,F,29,99
9/12/2025,1B,Z.Z.,F,33,98
9/12/2025,1B,Z.Z.,F,29,98
9/12/2025,1B,Z.Z.,F,32,100
16/12/2025,1B,Z.Z.,F,29,96
16/12/2025,1B,Z.Z.,F,31,96
16/12/2025,1B,Z.Z.,F,33,98
,1C,A.T.,F,,
15/12/2025,1C,A.M.,M,22,100
15/12/2025,1C,A.M.,M,22,97
,1C,B.G.K.S.,M,,
17/11/2025,1C,D.N.,M,15,95
17/11/2025,1C,D.N.,M,18,97
17/11/2025,1C,D.N.,M,19,90
17/11/2025,1C,D.N.,M,18,91
17/11/2025,1C,G.R.X.,F,18,100
17/11/2025,1C,G.R.X.,F,19,100
17/11/2025,1C,G.R.X.,F,22,100
15/12/2025,1C,G.R.X.,F,20,100
15/12/2025,1C,G.R.X.,F,24,100
15/12/2025,1C,G.R.X.,F,24,100
15/12/2025,1C,G.R.X.,F,25,100
15/12/2025,1C,G.R.X.,F,25,100
15/12/2025,1C,G.R.X.,F,26,100
15/12/2025,1C,I.S.N.,F,26,92
15/12/2025,1C,I.S.N.,F,28,77
15/12/2025,1C,I.S.N.,F,29,77
17/11/2025,1C,L.E.,F,27,100
17/11/2025,1C,L.E.,F,30,99
17/11/2025,1C,L.E.,F,32,93
15/12/2025,1C,L.E.,F,33,100
15/12/2025,1C,L.E.,F,36,100
15/12/2025,1C,L.E.,F,33,100
17/11/2025,1C,M.M.F.,F,20,100
17/11/2025,1C,M.M.F.,F,23,100
17/11/2025,1C,M.M.F.,F,24,100
15/12/2025,1C,M.M.F.,F,22,100
15/12/2025,1C,M.M.F.,F,21,99
15/12/2025,1C,M.M.F.,F,21,98
15/12/2025,1C,M.M.F.,F,25,97
17/11/2025,1C,M.M.M.,M,32,96
17/11/2025,1C,M.M.M.,M,38,98
15/12/2025,1C,M.M.M.,M,30,89
15/12/2025,1C,M.A.A.,M,22,78
15/12/2025,1C,M.A.A.,M,30,88
15/12/2025,1C,M.A.A.,M,31,92
17/11/2025,1C,P.J.,M,20,100
17/11/2025,1C,P.J.,M,24,100
17/11/2025,1C,P.J.,M,23,99
15/12/2025,1C,P.D.,M,18,98
15/12/2025,1C,P.D.,M,18,96
15/12/2025,1C,P.D.,M,21,97
17/11/2025,1C,P.C.,F,34,100
15/12/2025,1C,P.C.,F,27,98
15/12/2025,1C,P.C.,F,32,97
15/12/2025,1C,P.C.,F,33,92
15/12/2025,1C,S.L.,M,24,100
15/12/2025,1C,S.L.,M,30,100
15/12/2025,1C,S.L.,M,24,99
15/12/2025,1C,S.L.,M,32,
17/11/2025,1C,T.D.,M,18,100
17/11/2025,1C,T.D.,M,25,100
17/11/2025,1C,V.E.,M,15,100
17/11/2025,1C,V.E.,M,14,97
15/12/2025,1C,V.E.,M,14,100
15/12/2025,1C,V.E.,M,12,31
11/12/2025,1D,A.I.,M,9,100
11/12/2025,1D,A.I.,M,13,100
11/12/2025,1D,A.I.,M,14,100
11/12/2025,1D,C.G.,M,25,
11/12/2025,1D,C.G.,M,32,
11/12/2025,1D,C.G.,M,35,
11/12/2025,1D,C.G.,M,30,98
11/12/2025,1D,C.G.,M,33,100
11/12/2025,1D,C.G.,M,38,68
11/12/2025,1D,C.G.P.,M,25,98
11/12/2025,1D,C.G.P.,M,31,100
11/12/2025,1D,C.G.P.,M,32,100
11/12/2025,1D,C.G.P.,M,35,99
11/12/2025,1D,D.A.,M,18,90
11/12/2025,1D,D.A.,M,18,80
11/12/2025,1D,D.A.,M,16,91
06/11/2025,1D,D.F.E.,M,40,98
06/11/2025,1D,D.F.E.,M,42,98
06/11/2025,1D,D.F.E.,M,49,99
,1D,F.S.,M,,
06/11/2025,1D,I.S.,F,21,90
06/11/2025,1D,I.S.,F,16,96
06/11/2025,1D,I.S.,F,22,99
06/11/2025,1D,L.L.,F,24,94
06/11/2025,1D,L.L.,F,24,96
06/11/2025,1D,L.L.,F,24,90
06/11/2025,1D,M.A.,F,22,85
06/11/2025,1D,M.A.,F,22,85
06/11/2025,1D,M.A.,F,26,93
20/11/2025,1D,M.A.,F,26,100
11/12/2025,1D,M.A.,F,25,94
11/12/2025,1D,M.A.,F,25,96
11/12/2025,1D,M.A.,F,26,100
11/12/2025,1D,M.A.,F,25,98
06/11/2025,1D,M.J.,M,26,
11/12/2025,1D,M.J.,M,26,92
11/12/2025,1D,M.J.,M,21,94
11/12/2025,1D,M.J.,M,15,97
20/11/2025,1D,N.J.,M,27,100
06/11/2025,1D,P.F.,M,53,99
11/12/2025,1D,P.F.,M,53,100
11/12/2025,1D,P.F.,M,47,100
11/12/2025,1D,P.F.,M,55,99
06/11/2025,1D,S.M.,M,24,100
06/11/2025,1D,S.M.,M,28,100
06/11/2025,1D,S.M.,M,30,100
06/11/2025,1D,S.M.,M,33,100
06/11/2025,1D,S.M.,M,31,99
06/11/2025,1D,S.M.,M,29,100
27/11/2025,1D,S.M.,M,33,100
11/12/2025,1D,S.M.,M,29,100
11/12/2025,1D,S.M.,M,37,99
11/12/2025,1D,S.M.,M,45,100
06/11/2025,1D,T.N.,F,21,88
06/11/2025,1D,T.N.,F,21,83
06/11/2025,1D,T.N.,F,25,85
06/11/2025,1D,T.N.,F,27,93
20/11/2025,1D,T.N.,F,29,97
11/12/2025,1D,T.N.,F,25,97
11/12/2025,1D,T.N.,F,26,96
11/12/2025,1D,T.N.,F,29,91
06/11/2025,1D,V.G.,F,24,64
06/11/2025,1D,V.G.,F,27,84
06/11/2025,1D,Z.F.,M,23,100
06/11/2025,1D,Z.F.,M,27,100
06/11/2025,1D,Z.F.,M,25,100
11/12/2025,1D,Z.F.,M,27,100
11/12/2025,1D,Z.F.,M,27,100
11/12/2025,1D,Z.F.,M,26,100
11/12/2025,1D,Z.F.,M,28,100
11/12/2025,1D,Z.F.,M,29,100
11/12/2025,1D,Z.F.,M,31,100
28/11/2025,1E,A.A.,M,16,100
28/11/2025,1E,A.A.,M,25,100
28/11/2025,1E,A.A.,M,22,100
28/11/2025,1E,A.A.,M,29,100
28/11/2025,1E,A.A.,M,28,100
28/11/2025,1E,A.A.,M,25,100
14/11/2025,1E,A.G.,M,14,100
14/11/2025,1E,B.A.,M,8,100
12/12/2025,1E,B.A.,M,12,94
12/12/2025,1E,B.A.,M,14,97
12/12/2025,1E,B.A.,M,15,95
14/11/2025,1E,C.M.R.,M,19,100
28/11/2025,1E,C.M.R.,M,15,96
28/11/2025,1E,C.M.R.,M,16,96
28/11/2025,1E,C.M.R.,M,18,93
28/11/2025,1E,C.M.R.,M,18,97
12/12/2025,1E,C.M.R.,M,20,99
12/12/2025,1E,C.M.R.,M,22,100
12/12/2025,1E,C.M.R.,M,23,99
12/12/2025,1E,C.M.R.,M,22,99
14/11/2025,1E,C.S.,M,9,100
12/12/2025,1E,C.S.,M,9,97
12/12/2025,1E,C.S.,M,14,99
12/12/2025,1E,C.S.,M,14,99
12/12/2025,1E,C.S.,M,15,98
14/11/2025,1E,C.K.X.,M,24,100
28/11/2025,1E,C.K.X.,M,23,100
28/11/2025,1E,C.K.X.,M,23,100
28/11/2025,1E,C.K.X.,M,24,100
12/12/2025,1E,C.K.X.,M,24,98
12/12/2025,1E,C.K.X.,M,25,95
12/12/2025,1E,C.K.X.,M,27,94
14/11/2025,1E,F.D.,M,29,100
14/11/2024,1E,G.C.,F,28,100
14/11/2024,1E,G.C.,F,33,100
14/11/2024,1E,G.C.,F,33,100
5/12/2025,1E,G.C.,F,35,100
12/12/2025,1E,G.C.,F,35,100
13/12/2025,1E,G.C.,F,34,100
14/12/2025,1E,G.C.,F,36,100
15/12/2025,1E,G.C.,F,38,100
16/12/2025,1E,G.C.,F,40,100
17/12/2025,1E,G.C.,F,36,100
18/12/2025,1E,G.C.,F,37,100
19/12/2025,1E,G.C.,F,42,100
20/12/2025,1E,G.C.,F,41,100
12/12/2025,1E,K.A.,M,24,100
12/12/2025,1E,K.A.,M,21,98
12/12/2025,1E,K.A.,M,,
12/12/2025,1E,K.A.,M,26,100
14/11/2025,1E,K.J.,F,21,100
28/11/2025,1E,K.J.,F,22,100
28/11/2025,1E,K.J.,F,25,100
28/11/2025,1E,K.J.,F,26,100
28/11/2025,1E,K.J.,F,27,100
28/11/2025,1E,K.J.,F,30,100
12/12/2025,1E,K.J.,F,24,100
12/12/2025,1E,K.J.,F,27,100
12/12/2025,1E,K.J.,F,29,100
12/12/2025,1E,K.J.,F,28,100
12/12/2025,1E,K.J.,F,31,100
12/12/2025,1E,K.J.,F,30,100
12/12/2025,1E,K.J.,F,30,100
13/12/2025,1E,K.J.,F,29,100
14/12/2025,1E,K.J.,F,32,100
12/12/2025,1E,L.C.,F,21,100
12/12/2025,1E,L.C.,F,19,100
12/12/2025,1E,L.C.,F,20,99
12/12/2025,1E,L.C.,F,24,100
12/12/2025,1E,L.C.,F,22,99
12/12/2025,1E,L.C.,F,26,100
14/11/2025,1E,M.Q.L.,F,25,100
28/11/2025,1E,M.Q.L.,F,21,98
28/11/2025,1E,M.Q.L.,F,25,98
28/11/2025,1E,M.Q.L.,F,26,100
12/12/2025,1E,M.Q.L.,F,33,100
12/12/2025,1E,M.Q.L.,F,31,100
12/12/2025,1E,M.Q.L.,F,30,98
12/12/2025,1E,M.Q.L.,F,33,100
12/12/2025,1E,M.Q.L.,F,32,100
12/12/2025,1E,M.Q.L.,F,37,100
12/12/2025,1E,M.Q.L.,F,34,100
,1E,M.M.H.,M,,
,1E,N.S.,F,,
12/12/2025,1E,O.A.A.,F,16,100
12/12/2025,1E,O.A.A.,F,19,100
12/12/2025,1E,O.A.A.,F,20,100
12/12/2025,1E,O.A.A.,F,21,100
28/11/2025,1E,P.V.,F,32,100
28/11/2025,1E,P.V.,F,31,100
28/11/2025,1E,P.V.,F,35,100
12/12/2025,1E,P.V.,F,37,100
12/12/2025,1E,P.V.,F,36,99
12/12/2025,1E,P.V.,F,39,100
14/11/2025,1E,P.K.D.,M,15,100
11/12/2025,1E,S.I.,F,46,100
12/12/2025,1E,S.I.,F,37,100
12/12/2025,1E,S.I.,F,35,100
12/12/2025,1E,S.I.,F,39,100
12/12/2025,1E,S.I.,F,38,99
12/12/2025,1E,S.I.,F,45,100
12/12/2025,1E,S.I.,F,42,99
14/11/2025,1E,Z.B.,M,10,100
29/10/2025,2A,A.R.V.A.,M,30,
12/11/2025,2A,A.R.V.A.,M,33,94
12/11/2025,2A,A.R.V.A.,M,34,94
12/11/2025,2A,A.R.V.A.,M,34,88
10/12/2025,2A,B.M.,M,6,98
29/10/2025,2A,C.M.,F,30,
12/11/2025,2A,C.M.,F,23,100
12/11/2025,2A,C.M.,F,24,100
12/11/2025,2A,C.M.,F,29,98
26/11/2025,2A,C.M.,F,29,93
26/11/2025,2A,C.M.,F,30,89
26/11/2025,2A,C.M.,F,34,96
10/12/2025,2A,C.M.,F,30,89
10/12/2025,2A,C.M.,F,31,91
10/12/2025,2A,C.M.,F,33,90
29/10/2025,2A,D.R.,F,24,
12/11/2025,2A,D.R.,F,29,83
12/11/2025,2A,D.R.,F,35,87
12/11/2025,2A,D.R.,F,38,88
26/11/2025,2A,D.R.,F,37,90
26/11/2025,2A,D.R.,F,39,90
26/11/2025,2A,D.R.,F,42,89
10/12/2025,2A,D.R.,F,41,91
10/12/2025,2A,D.R.,F,42,91
10/12/2025,2A,D.R.,F,54,93
29/10/2025,2A,D.D.,F,28,
12/11/2025,2A,D.D.,F,51,100
12/11/2025,2A,D.D.,F,25,99
12/11/2025,2A,D.D.,F,48,100
29/10/2025,2A,F.P.D.,F,48,
26/11/2025,2A,F.P.D.,F,45,
26/11/2025,2A,F.P.D.,F,44,
26/11/2025,2A,F.P.D.,F,46,
10/12/2025,2A,F.P.D.,F,50,96
29/10/2025,2A,G.B.,F,22,
12/11/2025,2A,G.B.,F,19,83
12/11/2025,2A,G.B.,F,29,95
19/11/2025,2A,G.B.,F,27,95
26/11/2025,2A,G.B.,F,31,100
10/12/2025,2A,G.B.,F,34,99
29/10/2025,2A,G.S.,F,31,
26/11/2025,2A,G.S.,F,25,92
26/11/2025,2A,G.S.,F,26,97
26/11/2025,2A,G.S.,F,28,96
26/11/2025,2A,G.S.,F,29,90
10/12/2025,2A,K.R.,M,5,96
10/12/2025,2A,K.R.,M,7,
10/12/2025,2A,K.R.,M,7,
29/10/2025,2A,M.G.,M,26,
10/12/2025,2A,M.G.,M,27,100
10/12/2025,2A,M.G.,M,32,100
10/12/2025,2A,M.G.,M,34,100
10/12/2025,2A,M.G.,M,36,100
12/11/2025,2A,M.C.,M,19,100
12/11/2025,2A,M.C.,M,21,100
12/11/2025,2A,M.C.,M,22,100
12/11/2025,2A,M.C.,M,23,100
10/12/2025,2A,M.C.,M,21,100
10/12/2025,2A,M.C.,M,22,100
10/12/2025,2A,M.C.,M,23,100
12/11/2025,2A,P.G.,F,21,100
12/11/2025,2A,P.G.,F,21,100
12/11/2025,2A,P.G.,F,25,100
12/11/2025,2A,P.G.,F,26,100
26/11/2025,2A,P.G.,F,30,100
26/11/2025,2A,P.G.,F,31,100
26/11/2025,2A,P.G.,F,32,100
10/12/2025,2A,P.G.,F,29,100
10/12/2025,2A,P.G.,F,30,100
10/12/2025,2A,P.G.,F,31,100
10/12/2025,2A,P.G.,F,31,100
10/12/2025,2A,S.F.,M,26,100
10/12/2025,2A,S.F.,M,24,96
29/10/2025,2A,T.C.N.,M,18,
12/11/2025,2A,T.C.N.,M,15,94
12/11/2025,2A,T.C.N.,M,20,97
26/11/2025,2A,T.C.N.,M,16,100
26/11/2025,2A,T.C.N.,M,20,100
26/11/2025,2A,T.C.N.,M,24,97
10/12/2025,2A,T.C.N.,M,18,100
10/12/2025,2A,T.C.N.,M,22,100
10/12/2025,2A,T.C.N.,M,26,99
10/12/2025,2A,T.C.N.,M,29,99
,2A,T.F.,M,,
12/11/2025,2A,V.M.,F,37,100
12/11/2025,2A,V.M.,F,41,100
12/11/2025,2A,V.M.,F,42,100
19/11/2025,2A,V.M.,F,42,100
26/11/2025,2A,V.M.,F,41,100
26/11/2025,2A,V.M.,F,38,100
26/11/2025,2A,V.M.,F,40,100
29/10/2025,2A,V.G.,M,34,
12/11/2025,2A,V.G.,M,28,99
12/11/2025,2A,V.G.,M,29,99
12/11/2025,2A,V.G.,M,31,99
26/11/2025,2A,V.G.,M,32,
26/11/2025,2A,V.G.,M,34,
26/11/2025,2A,V.G.,M,36,
10/12/2025,2A,V.G.,M,39,97
12/11/2025,2A,Y.I.,M,25,99
12/11/2025,2A,Y.I.,M,26,100
12/11/2025,2A,Y.I.,M,25,98
